country_region,date,confirmed,deaths,recovered,active,admin2
Liberia,2020-06-30,780,36,324,420,
Liberia,2022-08-03,7538,294,,,
Liberia,2021-12-01,5824,287,,,
Liberia,2022-09-13,7929,294,,,
Liberia,2021-10-28,5812,287,,,
Liberia,2021-08-06,5459,148,,,
Liberia,2020-03-30,3,0,0,3,
Liberia,2021-10-19,5807,286,,,
Liberia,2022-05-21,7455,294,,,
Liberia,2020-12-19,1779,83,1406,290,
Liberia,2021-09-17,5904,283,,,
Liberia,2022-11-10,7998,294,,,
Liberia,2021-01-03,1779,83,1406,290,
Liberia,2021-11-24,5819,287,,,
Liberia,2022-07-26,7508,294,,,
Liberia,2022-01-18,7121,287,,,
Liberia,2021-02-28,2014,85,1884,45,
Liberia,2020-11-21,1551,82,1331,138,
Liberia,2022-06-16,7489,294,,,
Liberia,2020-09-13,1319,82,1210,27,
Liberia,2021-07-11,5102,144,2588,2370,
Liberia,2020-06-13,446,32,214,200,
Liberia,2020-12-03,1663,83,1358,222,
Liberia,2022-08-08,7548,294,,,
Liberia,2021-12-06,5829,287,,,
Liberia,2021-08-21,5459,148,,,
Liberia,2021-07-26,5396,148,2715,2533,
Liberia,2021-12-30,6278,287,,,
Liberia,2020-07-05,874,37,377,460,
Liberia,2021-10-14,5803,286,,,
Liberia,2021-08-05,5459,148,,,
Liberia,2022-04-16,7402,294,,,
Liberia,2021-01-31,1939,84,1760,95,
Liberia,2021-06-05,2250,86,2049,115,
Liberia,2020-10-28,1419,82,1278,59,
Liberia,2020-07-28,1177,72,646,459,
Liberia,2022-04-01,7400,294,,,
Liberia,2022-03-06,7384,294,,,
Liberia,2020-09-23,1337,82,1219,36,
Liberia,2022-07-11,7502,294,,,
Liberia,2022-06-01,7456,294,,,
Liberia,2022-02-28,7384,294,,,
Liberia,2022-04-28,7434,294,,,
Liberia,2020-06-23,652,34,270,348,
Liberia,2021-10-30,5812,287,,,
Liberia,2022-04-13,7402,294,,,
Liberia,2020-07-15,1056,51,447,558,
Liberia,2020-07-18,1088,70,519,499,
Liberia,2022-01-30,7254,290,,,
Liberia,2020-08-21,1285,82,803,400,
Liberia,2022-06-29,7493,294,,,
Liberia,2022-01-07,6851,287,,,
Liberia,2021-09-25,5792,283,,,
Liberia,2022-11-28,8014,294,,,
Liberia,2021-12-09,5832,287,,,
Liberia,2021-05-12,2114,85,1962,67,
Liberia,2020-06-11,410,31,206,173,
Liberia,2020-08-30,1304,82,872,350,
Liberia,2021-01-09,1779,83,1406,290,
Liberia,2022-09-19,7957,294,,,
Liberia,2021-02-17,1985,85,1794,106,
Liberia,2022-01-14,7121,287,,,
Liberia,2020-07-06,891,39,377,475,
Liberia,2022-02-22,7360,290,,,
Liberia,2021-07-16,5306,148,2652,2506,
Liberia,2021-02-16,1985,85,1794,106,
Liberia,2021-05-06,2113,85,1959,69,
Liberia,2021-02-23,1998,85,1879,34,
Liberia,2022-05-12,7451,294,,,
Liberia,2022-04-04,7400,294,,,
Liberia,2022-07-21,7508,294,,,
Liberia,2022-07-15,7504,294,,,
Liberia,2020-05-25,265,26,141,98,
Liberia,2020-11-30,1595,83,1343,169,
Liberia,2021-11-13,5818,287,,,
Liberia,2020-07-19,1091,70,534,487,
Liberia,2021-10-05,5799,286,,,
Liberia,2022-06-07,7456,294,,,
Liberia,2020-08-20,1284,82,803,399,
Liberia,2020-11-02,1436,82,1283,71,
Liberia,2021-07-22,5396,148,2715,2533,
Liberia,2021-08-30,5594,245,,,
Liberia,2021-04-26,2098,85,1942,71,
Liberia,2020-12-07,1676,83,1358,235,
Liberia,2020-10-13,1371,82,1251,38,
Liberia,2020-04-20,99,8,7,84,
Liberia,2021-12-16,5844,287,,,
Liberia,2021-02-11,1956,84,1770,102,
Liberia,2022-04-18,7402,294,,,
Liberia,2022-04-26,7434,294,,,
Liberia,2021-09-01,5594,245,,,
Liberia,2020-05-21,240,23,131,86,
Liberia,2021-12-03,5824,287,,,
Liberia,2021-09-14,5727,245,,,
Liberia,2020-12-23,1779,83,1406,290,
Liberia,2021-04-16,2042,85,1899,58,
Liberia,2022-08-20,7656,294,,,
Liberia,2021-10-02,5799,286,,,
Liberia,2022-02-12,7358,290,,,
Liberia,2021-03-06,2024,85,1892,47,
Liberia,2022-06-04,7456,294,,,
Liberia,2022-11-24,8014,294,,,
Liberia,2022-10-29,7991,294,,,
Liberia,2021-12-18,5844,287,,,
Liberia,2021-05-22,2142,85,2022,35,
Liberia,2022-09-15,7929,294,,,
Liberia,2021-01-18,1896,84,1707,105,
Liberia,2021-04-01,2042,85,1899,58,
Liberia,2020-11-01,1426,82,1279,65,
Liberia,2021-08-08,5459,148,,,
Liberia,2022-08-05,7548,294,,,
Liberia,2022-06-19,7489,294,,,
Liberia,2020-06-26,684,34,285,365,
Liberia,2020-09-26,1338,82,1221,35,
Liberia,2021-02-13,1956,84,1770,102,
Liberia,2022-01-02,6278,287,,,
Liberia,2022-10-14,7985,294,,,
Liberia,2021-10-17,5803,286,,,
Liberia,2022-02-27,7360,290,,,
Liberia,2021-03-20,2042,85,1899,58,
Liberia,2021-02-12,1956,84,1770,102,
Liberia,2020-08-01,1189,75,673,441,
Liberia,2021-09-29,5797,285,,,
Liberia,2022-05-09,7434,294,,,
Liberia,2021-10-15,5803,286,,,
Liberia,2021-06-19,2834,95,2105,634,
Liberia,2021-11-23,5819,287,,,
Liberia,2021-07-27,5396,148,2715,2533,
Liberia,2021-08-20,5459,148,,,
Liberia,2022-06-17,7489,294,,,
Liberia,2020-06-10,397,31,200,166,
Liberia,2022-07-25,7508,294,,,
Liberia,2021-10-10,5799,286,,,
Liberia,2020-10-08,1360,82,1245,33,
Liberia,2021-01-07,1779,83,1406,290,
Liberia,2020-11-08,1442,82,1310,50,
Liberia,2020-03-16,1,0,0,,
Liberia,2022-07-29,7538,294,,,
Liberia,2022-06-12,7459,294,,,
Liberia,2020-04-15,59,6,4,49,
Liberia,2022-10-25,7988,294,,,
Liberia,2021-06-13,2535,93,2094,348,
Liberia,2022-11-07,7998,294,,,
Liberia,2021-01-22,1912,84,1714,114,
Liberia,2021-11-27,5821,287,,,
Liberia,2022-03-03,7384,294,,,
Liberia,2021-06-09,2382,88,2057,237,
Liberia,2022-08-24,7732,294,,,
Liberia,2021-12-22,5929,287,,,
Liberia,2021-09-03,5727,245,,,
Liberia,2020-08-26,1298,82,832,384,
Liberia,2022-03-31,7400,294,,,
Liberia,2020-10-31,1426,82,1279,65,
Liberia,2021-04-12,2042,85,1899,58,
Liberia,2021-08-25,5527,245,,,
Liberia,2022-09-02,7883,294,,,
Liberia,2021-11-08,5815,287,,,
Liberia,2020-07-26,1162,72,641,449,
Liberia,2021-09-10,5727,245,,,
Liberia,2021-01-20,1901,84,1714,103,
Liberia,2022-08-17,7656,294,,,
Liberia,2022-11-05,7996,294,,,
Liberia,2020-04-26,124,12,25,87,
Liberia,2022-02-09,7346,290,,,
Liberia,2022-11-13,7998,294,,,
Liberia,2021-11-07,5815,287,,,
Liberia,2022-07-09,7500,294,,,
Liberia,2021-06-20,2995,95,2105,795,
Liberia,2020-11-15,1507,82,1314,111,
Liberia,2021-12-15,5844,287,,,
Liberia,2021-04-10,2042,85,1899,58,
Liberia,2020-08-10,1240,79,725,436,
Liberia,2021-03-19,2042,85,1899,58,
Liberia,2021-02-02,1944,84,1760,100,
Liberia,2020-06-16,509,33,222,254,
Liberia,2021-10-31,5812,287,,,
Liberia,2020-04-16,59,6,4,49,
Liberia,2021-05-14,2114,85,1962,67,
Liberia,2020-07-11,998,47,420,531,
Liberia,2022-02-20,7360,290,,,
Liberia,2021-04-17,2042,85,1899,58,
Liberia,2022-01-23,7208,288,,,
Liberia,2021-07-25,5396,148,2715,2533,
Liberia,2022-06-27,7493,294,,,
Liberia,2020-05-11,211,20,85,106,
Liberia,2022-02-02,7272,290,,,
Liberia,2021-10-25,5811,287,,,
Liberia,2022-05-10,7434,294,,,
Liberia,2022-03-19,7397,294,,,
Liberia,2021-08-04,5459,148,2715,2596,
Liberia,2020-11-16,1512,82,1318,112,
Liberia,2021-11-11,5818,287,,,
Liberia,2021-07-07,4994,135,2516,2343,
Liberia,2021-07-24,5396,148,2715,2533,
Liberia,2021-02-08,1956,84,1770,102,
Liberia,2022-07-13,7502,294,,,
Liberia,2021-07-31,5396,148,2715,2533,
Liberia,2020-10-11,1363,82,1245,36,
Liberia,2021-12-28,6228,287,,,
Liberia,2022-07-30,7538,294,,,
Liberia,2022-01-16,7121,287,,,
Liberia,2020-06-25,681,34,278,369,
Liberia,2020-11-13,1491,82,1314,95,
Liberia,2020-04-25,120,11,25,84,
Liberia,2020-08-25,1295,82,821,392,
Liberia,2021-05-21,2142,85,2022,35,
Liberia,2021-07-18,5396,148,2715,2533,
Liberia,2021-02-14,1956,84,1770,102,
Liberia,2022-04-06,7400,294,,,
Liberia,2020-07-20,1107,70,547,490,
Liberia,2022-04-23,7432,294,,,
Liberia,2020-05-20,238,23,128,87,
Liberia,2021-05-04,2110,85,1952,73,
Liberia,2021-03-11,2026,85,1898,43,
Liberia,2022-03-18,7397,294,,,
Liberia,2020-03-21,3,0,0,,
Liberia,2021-05-11,2114,85,1962,67,
Liberia,2022-10-30,7991,294,,,
Liberia,2022-10-15,7985,294,,,
Liberia,2020-11-24,1551,82,1331,138,
Liberia,2021-12-04,5824,287,,,
Liberia,2020-06-20,601,33,254,314,
Liberia,2022-09-14,7929,294,,,
Liberia,2022-08-06,7548,294,,,
Liberia,2020-09-03,1306,82,1163,61,
Liberia,2021-01-04,1779,83,1406,290,
Liberia,2022-11-23,8014,294,,,
Liberia,2021-04-11,2042,85,1899,58,
Liberia,2022-02-18,7360,290,,,
Liberia,2022-11-30,8022,294,,,
Liberia,2020-03-29,3,0,0,3,
Liberia,2022-02-26,7360,290,,,
Liberia,2022-01-01,6278,287,,,
Liberia,2020-06-29,770,36,312,422,
Liberia,2020-04-29,141,16,45,80,
Liberia,2022-11-22,8014,294,,,
Liberia,2021-07-01,4304,129,2392,1783,
Liberia,2021-04-03,2042,85,1899,58,
Liberia,2020-05-29,273,27,146,100,
Liberia,2020-11-12,1468,82,1312,74,
Liberia,2020-10-12,1371,82,1250,39,
Liberia,2021-05-28,2179,86,2033,60,
Liberia,2020-12-12,1676,83,1358,235,
Liberia,2022-05-08,7434,294,,,
Liberia,2021-10-01,5799,286,,,
Liberia,2021-11-18,5818,287,,,
Liberia,2022-05-24,7455,294,,,
Liberia,2021-08-18,5459,148,,,
Liberia,2020-08-29,1304,82,872,350,
Liberia,2021-12-12,5835,287,,,
Liberia,2020-07-29,1179,72,664,443,
Liberia,2022-10-19,7988,294,,,
Liberia,2022-08-14,7578,294,,,
Liberia,2022-11-14,7998,294,,,
Liberia,2021-09-13,5727,245,,,
Liberia,2020-09-12,1316,82,1210,24,
Liberia,2021-01-13,1877,84,1697,96,
Liberia,2020-09-29,1343,82,1221,40,
Liberia,2022-06-26,7493,294,,,
Liberia,2021-10-16,5803,286,,,
Liberia,2021-09-28,5794,283,,,
Liberia,2020-11-09,1452,82,1310,60,
Liberia,2020-09-04,1306,82,1163,61,
Liberia,2020-12-09,1676,83,1358,235,
Liberia,2020-10-09,1360,82,1245,33,
Liberia,2021-10-24,5811,287,,,
Liberia,2022-06-18,7489,294,,,
Liberia,2021-08-03,5459,148,2715,2596,
Liberia,2020-07-04,869,37,369,463,
Liberia,2020-06-04,321,28,175,118,
Liberia,2020-08-04,1216,78,698,440,
Liberia,2020-05-04,166,18,58,90,
Liberia,2020-04-04,10,1,3,6,
Liberia,2022-09-16,7929,294,,,
Liberia,2022-10-04,7974,294,,,
Liberia,2021-08-11,5459,148,,,
Liberia,2022-10-12,7985,294,,,
Liberia,2021-01-28,1936,84,1757,95,
Liberia,2022-09-08,7898,294,,,
Liberia,2022-01-08,6851,287,,,
Liberia,2020-10-04,1348,82,1236,30,
Liberia,2021-05-13,2114,85,1962,67,
Liberia,2022-11-29,8022,294,,,
Liberia,2022-01-24,7243,289,,,
Liberia,2020-11-04,1438,82,1301,55,
Liberia,2020-12-04,1676,83,1358,235,
Liberia,2022-02-03,7272,290,,,
Liberia,2021-04-18,2042,85,1899,58,
Liberia,2021-03-01,2014,85,1884,45,
Liberia,2021-07-08,4994,135,2516,2343,
Liberia,2022-09-24,7961,294,,,
Liberia,2022-04-14,7402,294,,,
Liberia,2020-03-17,1,0,0,,
Liberia,2021-10-08,5799,286,,,
Liberia,2020-10-20,1384,82,1273,29,
Liberia,2020-04-09,31,4,3,24,
Liberia,2020-05-09,199,20,79,100,
Liberia,2021-11-03,5815,287,,,
Liberia,2020-06-09,383,31,199,153,
Liberia,2020-12-20,1779,83,1406,290,
Liberia,2020-05-16,223,20,116,87,
Liberia,2020-04-11,48,5,3,40,
Liberia,2021-10-09,5799,286,,,
Liberia,2020-04-17,76,7,7,62,
Liberia,2022-01-10,6851,287,,,
Liberia,2021-11-17,5818,287,,,
Liberia,2022-11-01,7996,294,,,
Liberia,2021-12-25,5929,287,,,
Liberia,2022-08-27,7732,294,,,
Liberia,2022-07-19,7505,294,,,
Liberia,2021-05-30,2179,86,2033,60,
Liberia,2022-02-05,7276,290,,,
Liberia,2020-05-06,178,20,75,83,
Liberia,2022-07-04,7497,294,,,
Liberia,2022-08-12,7578,294,,,
Liberia,2022-03-13,7392,294,,,
Liberia,2021-01-25,1927,84,1726,117,
Liberia,2020-05-03,158,18,58,82,
Liberia,2022-09-20,7961,294,,,
Liberia,2022-11-17,8014,294,,,
Liberia,2020-04-27,124,12,25,87,
Liberia,2021-12-10,5835,287,,,
Liberia,2021-11-02,5815,287,,,
Liberia,2021-02-06,1956,84,1770,102,
Liberia,2022-04-21,7432,294,,,
Liberia,2020-10-07,1355,82,1245,28,
Liberia,2021-10-22,5811,287,,,
Liberia,2020-03-25,3,0,0,3,
Liberia,2020-05-19,233,23,125,85,
Liberia,2021-09-21,5915,283,,,
Liberia,2021-07-05,4918,134,2464,2320,
Liberia,2022-05-16,7452,294,,,
Liberia,2022-06-24,7493,294,,,
Liberia,2021-06-25,3374,112,2222,1040,
Liberia,2022-10-09,7974,294,,,
Liberia,2020-04-14,59,6,4,49,
Liberia,2021-04-09,2042,85,1899,58,
Liberia,2022-05-01,7434,294,,,
Liberia,2022-03-28,7400,294,,,
Liberia,2021-08-13,5459,148,,,
Liberia,2021-11-30,5824,287,,,
Liberia,2020-06-08,370,30,195,145,
Liberia,2021-05-17,2114,85,1962,67,
